,genes,logFC,AveExpr,t,P.Value,adj.P.Val,B
UBE2R2,UBE2R2,13.88426923,15.51085187,-29.36478513,0.370256053,0.926619495,-6.901164112
CDC40,CDC40,10.02947321,11.42086232,75.14424493,0.931085402,0.999417422,-6.21425711
N4BP2L2-IT2,N4BP2L2-IT2,5.285542249,16.10925741,54.66268837,0.999417422,0.999417422,-6.660344273
HIST1H2BJ,HIST1H2BJ,-0.01173002,1.401751483,-36.2461625,0.993863613,0.999417422,-7.369159897
USP43,USP43,-10.1464316,14.88809896,67.42760639,0.999417422,0.990228774,-8.053400299
RASSF4,RASSF4,2.930154771,-2.552917552,-20.20686785,0.999417422,0.980161468,-8.150852524
EXOSC2,EXOSC2,12.5912994,-12.14080968,54.30198529,0.999417422,0.999417422,-8.133307498
ABCD4,ABCD4,-7.056757911,0.201249472,-7.204487299,0.999417422,0.999417422,-6.296457061
DNTTIP1,DNTTIP1,-6.695512567,-1.147746009,87.74498252,0.999417422,0.999417422,-6.671548446
UBOX5,UBOX5,1.950312111,3.463443178,-92.21200109,0.67021544,0.939164829,-6.928768374
SAMD5,SAMD5,2.063778517,13.66338,59.46526969,0.999417422,0.999417422,-6.638790386
FHL2,FHL2,-13.95523027,7.313648401,35.21520209,0.999417422,0.996118223,-8.192611683
TDG,TDG,-12.97352275,9.120735913,-18.28929888,0.999417422,0.996118223,-7.112812135
ADCY5,ADCY5,0.131831215,5.371508579,61.84656285,0.996118223,0.939164829,-6.844439748
JAK3,JAK3,7.011765408,11.98895327,-24.88170084,0.902274429,0.789375662,-7.664994879
CD248,CD248,1.630100112,11.40638591,-30.74411271,0.871506589,0.993336716,-6.667722864
BMP6,BMP6,-5.082469832,2.344665911,-96.53091232,0.999417422,0.999417422,-7.801864213
RPL27,RPL27,-8.766807226,14.43830317,-10.57517924,0.999417422,0.999417422,-7.833536562
ANKRD49,ANKRD49,-12.97432664,2.267189802,12.24439736,0.765495745,0.999417422,-6.201588018
EIF4HP1,EIF4HP1,-1.955724463,17.75397925,-84.2199773,0.88910845,0.007290213,-7.096778515
NFASC,NFASC,-7.113131139,-2.432474162,4.999070596,0.854599372,0.999417422,-7.27977568
ACAD9,ACAD9,-9.153519771,4.040538859,2.937107764,0.999417422,0.873492614,-5.868396409
ANKRD46,ANKRD46,13.95881013,-0.276823678,-61.48603161,0.999417422,0.996118223,-7.207700629
SYNM,SYNM,0.956914022,-7.587525346,-73.80921801,0.999417422,0.999417422,-6.704930955
PSMA1,PSMA1,-1.968186645,-11.3138959,-24.66076065,0.996118223,0.886273443,-6.533832837
NEK11,NEK11,-11.67423559,-1.566969027,68.83754409,0.890414133,0.950536866,-7.73263388
RUNX1,RUNX1,11.03490444,18.35987073,-52.53112099,0.999417422,0.953646318,-7.221910437
NFKBIA,NFKBIA,-4.008428753,7.345214755,34.97084627,0.98700787,0.999417422,-7.440629724
SP110,SP110,-3.208777978,18.04843657,-65.11491016,0.999417422,0.999417422,-7.722595983
VPS51,VPS51,-8.977675896,0.685482349,-63.86221606,0.997256012,0.996118223,-6.797420688
FAM8A1,FAM8A1,-4.073684587,9.376660043,35.7627551,0.356515006,0.999266259,-6.744666873
ARID3B,ARID3B,12.39332421,11.09284704,-48.92222251,0.997256012,0.996118223,-6.262958291
NOL10,NOL10,14.03956688,8.690066576,5.184336642,0.996118223,0.999417422,-3.233716482
HNRNPA1P48,HNRNPA1P48,8.662574176,-3.272591036,-51.23089449,0.942949813,0.999417422,-8.17989107
NR2C1,NR2C1,-6.184433662,7.378461839,-24.82716768,0.999417422,0.999417422,-7.020758525
ZNF350,ZNF350,-7.011992275,-0.230454539,44.75239629,0.495768438,0.999417422,-7.415270821
CD163L1,CD163L1,3.991817737,-7.188089625,-7.142501047,0.999417422,0.996118223,-5.812779781
MTO1,MTO1,2.053026655,6.674373874,-11.89141412,0.950536866,0.245138004,-7.553655726
LIG4,LIG4,-8.968658114,-11.04939734,-18.83981536,0.999266259,0.999417422,-7.950116676
SNHG12,SNHG12,2.145474295,22.65140051,62.15593787,0.999417422,0.999417422,-6.828202493
HNRNPA1L2,HNRNPA1L2,-7.084474257,15.0670325,84.83222425,0.638891057,0.884957907,-5.99130442
ASCC1,ASCC1,-15.04526771,-3.302586492,1.329624214,0.999417422,0.999417422,-7.482924395
CDV3,CDV3,3.965234002,15.63323325,14.71271821,0.999965168,0.974294963,-7.061245389
SLC12A2,SLC12A2,7.231039015,18.41047692,-35.97470329,0.939164829,0.999417422,-8.062584223
CHCHD1,CHCHD1,-8.779587818,7.804280468,-23.34431285,0.999417422,0.974294963,-7.320313578
TMEM80,TMEM80,-10.01904079,6.333671386,-65.1032227,0.999800608,0.999417422,-6.90267617
KDM1A,KDM1A,-8.94530403,16.56902331,66.79067634,0.999417422,0.999417422,-7.811234868
PARP10,PARP10,-13.75387429,10.9024922,-59.61083595,0.999417422,0.944786935,-7.77169356
CYB5R3,CYB5R3,-15.04573903,9.405838735,52.84466002,0.997256012,0.999417422,-8.064442536
AL080317.3,AL080317.3,-14.96502207,-2.877962188,-26.36901306,0.999417422,0.709547545,-7.147292529
PTPRE,PTPRE,-11.66270465,8.547200897,-41.85911287,0.999417422,0.999417422,-7.778540405
PLSCR1,PLSCR1,-6.892770484,17.18720276,73.00291528,0.925145442,0.999417422,-5.890701756
CDH3,CDH3,15.03356411,11.48414768,-45.34078401,0.684738507,0.996118223,-7.865016949
TECRP1,TECRP1,-4.96640274,-4.144601653,-96.36898908,0.996118223,0.743690856,-6.231574761
PARP2,PARP2,-6.982603645,-5.32270855,-19.88063111,0.996118223,0.999417422,-7.674542881
FKBP3,FKBP3,12.94745568,-13.4354142,22.60511146,0.999417422,0.996118223,-5.394345466
TTF1,TTF1,13.91311947,-13.29778556,17.61697663,0.999417422,0.933010692,-7.549339274
MARVELD3,MARVELD3,2.022096446,-4.655480791,63.30409677,0.93574385,0.999417422,-7.655080793
MCC,MCC,5.904874676,2.344968295,-38.13025521,0.999417422,0.999417422,-6.975039888
RPS25,RPS25,2.030696721,-1.625273096,75.68328852,0.686184547,0.93574385,-7.668892719
ITPA,ITPA,-0.011975032,-3.556130239,25.90861271,0.996118223,0.999417422,-7.985584851
CEBPB,CEBPB,4.250037496,-5.861893574,-71.21043008,2.23E-27,0.848766966,-6.835021147
PERP,PERP,0.17181091,-9.440362937,-41.8833796,0.945969037,0.999417422,-7.894542934
KANSL1L,KANSL1L,-5.742105094,0.196959589,92.9103133,0.673883783,0.446670763,-7.315077309
SGTA,SGTA,13.95249615,-5.459457828,-65.6557208,0.961327395,0.997256012,-5.574071281
TNFAIP2,TNFAIP2,5.018949026,11.10589934,81.23894336,0.999417422,0.999417422,-7.773060231
SYT16,SYT16,-9.248765735,-11.48882464,28.86423332,0.933010692,0.999417422,-6.405095857
APTX,APTX,-13.99157019,1.73664007,-20.95065624,0.985449932,0.52064173,-7.220820754
HELB,HELB,-6.289713304,1.331885362,-49.11914942,0.999417422,0.939164829,-7.238962181
CSGALNACT1,CSGALNACT1,10.94629334,-8.110353487,76.93972999,0.912870561,0.999417422,-7.874020926
FER,FER,-14.94571997,13.41179783,99.51725084,0.951275142,0.999417422,-6.518061089
ZER1,ZER1,11.04001638,11.81234054,-41.4398667,0.777030264,0.999417422,-8.119045178
SH2B2,SH2B2,-12.87876974,-7.796843263,83.49542952,0.912870561,0.380059597,-5.54713369
DNAJB4,DNAJB4,-11.02878008,6.190472932,-62.49781074,0.999417422,0.999266259,-6.429424116
SLC43A2,SLC43A2,-6.001282765,-5.252950991,88.98837665,0.942949813,0.999417422,-6.770602576
C19orf53,C19orf53,-9.77739439,-1.558612165,44.20401297,0.999417422,0.999417422,-4.958281382
CHST3,CHST3,10.01439726,-7.852437769,-69.78054015,0.831284127,0.993863613,-6.63846864
NOP14,NOP14,14.11000956,16.26584261,-62.91356346,0.999417422,0.999417422,-7.734379891
BAIAP2-DT,BAIAP2-DT,-2.103581362,-2.407993909,-79.03749425,0.999417422,0.999417422,-6.789932244
ADAM9,ADAM9,-8.276921895,-6.739176897,86.96015966,0.999417422,0.999417422,-7.095514336
APOLD1,APOLD1,-3.051042,6.820500738,96.20926534,0.67712002,0.978780472,-6.740755696
FAM206A,FAM206A,-0.847129242,6.130827326,-0.384871763,0.36044292,0.999417422,-7.904829895
HACL1,HACL1,8.989545662,-16.14334824,15.94277013,0.999417422,0.766408329,-6.987638762
NNT,NNT,-10.03667979,-0.225312207,-95.55917396,0.996118223,0.182110885,-7.485060453
CHD1L,CHD1L,1.013107938,-7.445183996,-11.75418509,0.999417422,0.999417422,-7.923248864
CDK8,CDK8,3.882173199,0.465875187,-97.03305321,0.999417422,0.999417422,-5.904284474
ZNF14,ZNF14,3.96076775,12.70473626,-88.19286817,0.999417422,0.905562985,-6.345054586
ZNFX1,ZNFX1,-12.95005491,8.435815964,-51.39682053,0.61133324,0.999417422,-6.588196825
FAM168A,FAM168A,11.93218034,6.485654794,28.71481084,0.35413282,0.671678581,-7.304214805
ZBTB43,ZBTB43,-6.89105596,-5.725460697,-62.36439439,0.231236747,0.996118223,-6.731518522
TNIK,TNIK,10.03677318,0.845107736,-81.41548721,0.742430597,0.954955361,-6.588648179
MIR1244-2,MIR1244-2,-0.936212029,2.279020065,37.18980211,0.999417422,0.999417422,-8.106829949
ERVMER34-1,ERVMER34-1,1.042814247,6.573300038,75.30736896,0.999417422,0.985449932,-7.998004274
ATXN7L1,ATXN7L1,6.972344318,17.91223271,78.49971389,0.999417422,0.999417422,-8.041484947
EED,EED,10.69088811,-8.44362957,-87.90620358,0.705351175,0.999266259,-7.636011808
DTX3L,DTX3L,-2.058442649,-7.21685492,68.13652802,0.873492614,0.999417422,-7.510555823
GLYR1,GLYR1,-8.794993611,-4.988347532,73.63549887,0.999417422,0.999417422,-8.053600704
LINC01089,LINC01089,0.294137245,-5.869181312,-34.23300206,0.93574385,0.63754989,-8.139805355
ATAD5,ATAD5,8.967937607,8.095497562,35.57941981,0.93574385,0.999417422,-7.720715394
DCHS1,DCHS1,11.25184254,-9.338819797,78.87016598,0.715713753,0.999417422,-7.327793145
NFIX,NFIX,-1.708897679,-9.647530111,45.91042486,0.999417422,0.999417422,-5.734752962
SMARCE1,SMARCE1,-3.021354675,17.28690327,-54.25170507,0.999417422,0.999417422,-7.876785166
TRAF7,TRAF7,-14.22840422,-14.9326529,-19.51844455,0.615237535,0.999417422,-8.040578226
PPP2R3C,PPP2R3C,-14.28232936,-10.91514873,76.05555401,0.999417422,0.905562985,-7.218606825
ZBTB24,ZBTB24,11.95939425,12.80279513,-98.19448551,0.999417422,0.999417422,-7.173263937
ABCA2,ABCA2,-7.930955518,6.236929354,-14.77413882,0.999417422,0.999417422,-8.032559418
AKT2,AKT2,0.174578325,4.480481256,61.11461585,0.980476868,0.999417422,-7.753489263
HSP90AA1,HSP90AA1,14.93243716,-4.668819322,79.57792781,0.999417422,0.999417422,-3.966245503
ANKRD26,ANKRD26,9.025015254,-5.121148251,-61.80300775,0.720160598,0.999417422,-7.118969089
AC018638.4,AC018638.4,10.17436145,-10.46742668,100.7936171,0.931085402,0.653034395,-8.168208246
MTFR1,MTFR1,-11.04107289,8.55521421,2.457892435,0.915713739,0.999417422,-7.44845699
WDR77,WDR77,-3.884777018,0.164951802,-59.4361329,0.999417422,0.581926811,-7.699742763
NRBP1,NRBP1,12.02755003,5.868418688,37.32324386,0.999417422,0.797888518,-7.075976998
AL353795.3,AL353795.3,1.922333308,15.03684538,57.4758801,0.950199051,0.931831176,-7.051627792
PDK1,PDK1,8.314870043,-11.8745119,-68.80851954,0.905562985,0.999417422,-7.055170393
DLL4,DLL4,-8.687954353,16.54679805,-90.08536406,0.997256012,0.83509663,-6.743642375
NSMCE2,NSMCE2,5.887139063,4.97275027,-52.58285403,0.999417422,0.97014424,-5.478288481
ZNF354C,ZNF354C,12.19364538,-9.20028313,98.04540894,0.999417422,0.826709437,-7.261001034
UTP15,UTP15,8.765007873,-1.159408037,-3.416357459,0.999417422,0.974294963,-7.584506865
AC125257.1,AC125257.1,-5.06726013,3.907109984,-45.31541561,0.947449132,0.94368594,-7.179627038
GTF2E1,GTF2E1,8.983179492,-5.575854895,44.58626073,0.999417422,0.999417422,-2.345871028
RUFY3,RUFY3,2.106210628,-9.725287507,-85.54831526,0.999417422,0.671245548,-6.306865691
DNAJC27,DNAJC27,14.06413895,14.55392226,-3.596159381,0.999417422,0.999417422,-7.796960901
PFN1,PFN1,-3.902911242,-9.030154304,74.12901879,0.999417422,0.996118223,-8.08076085
LCP2,LCP2,5.137901521,-7.298497641,-44.43435728,0.200149911,0.385627962,-5.881742858
MOAP1,MOAP1,-8.758130618,-7.082541332,-37.55356897,0.999417422,0.999417422,-7.841997333
ATP5ME,ATP5ME,-15.05272826,6.575709839,75.80120855,0.814101404,0.83509663,-8.095596767
NCAPD3,NCAPD3,6.747228609,-10.88365568,-27.3573512,0.999417422,0.999417422,-7.279447233
CWC27,CWC27,-12.99422889,-5.694606975,-13.9283761,0.999417422,0.999417422,-4.117611219
PLCXD2,PLCXD2,0.080436195,16.70164628,100.5320966,0.999417422,0.974294963,-7.224576855
RALGPS2,RALGPS2,-10.8912194,-0.407003041,1.212455801,0.999417422,0.999417422,-7.918656622
SGSH,SGSH,5.182291832,-3.408536218,91.79433153,0.999417422,0.293657472,-6.826385086
TCAF1P1,TCAF1P1,-8.810581781,-3.311624413,-11.76381709,0.999417422,0.911248104,-7.574897106
MAPKAPK3,MAPKAPK3,11.01277865,-13.13805369,-55.94324987,0.945775249,0.993863613,-7.105996341
ARFGAP2,ARFGAP2,12.95759923,-8.771733746,94.67454533,0.999417422,0.999417422,-8.211570001
ZNF419,ZNF419,10.0199629,-13.30106125,-98.9394725,0.832581352,0.999417422,-6.879970848
PEBP1,PEBP1,-9.120582295,11.78075621,-4.176484181,0.999417422,0.898561611,-4.317534269
PSME2,PSME2,-8.85498046,-4.824223249,67.38726192,0.999417422,0.953208161,-7.739188256
TAF5,TAF5,-6.990640497,-4.324904885,10.14988878,0.996118223,0.951405859,-7.337038762
ELK3,ELK3,-9.069732763,-5.50296989,36.08061026,0.435020105,0.996118223,-7.833121759
CHTF8,CHTF8,0.967391396,12.94913928,88.81906068,0.876274222,0.996118223,-5.658035012
ALAS2,ALAS2,1.968439414,4.62992239,-76.2403994,0.996118223,0.261229766,-7.675542001
MPEG1,MPEG1,-12.91295658,2.040962326,-61.55426202,0.999417422,0.23671566,-7.716718535
MRPL51,MRPL51,2.013597143,-8.721343173,-21.82456639,0.996118223,0.999417422,-6.715709841
NKD1,NKD1,11.96008672,-10.93098522,24.35272004,0.999266259,0.999417422,-8.176808571
CSF3R,CSF3R,0.097901073,5.711907586,68.55308224,0.925437477,0.993863613,-7.39307254
CNOT7,CNOT7,0.844017027,16.82284236,-10.20597249,1.87E-08,0.999417422,-4.366371909
KLF11,KLF11,-12.81142189,-1.087797317,45.87794214,0.907435125,0.715713753,-7.102142107
MGC12916,MGC12916,-9.037913321,-4.047418119,62.82360892,0.973871735,0.996118223,-7.932045438
MTERF4,MTERF4,0.068050339,13.75336886,22.09769724,0.999417422,0.88910845,-7.91780323
INTS12,INTS12,3.057624081,3.784804738,42.23548774,0.595345836,0.999417422,-5.127452869
AL080317.1,AL080317.1,-8.225612172,-1.418691799,-14.10270316,0.712791722,0.996118223,-6.953464792
SNRNP40,SNRNP40,-2.079641517,3.053621781,-62.84026385,0.999417422,0.999417422,-6.963535555
CEP57,CEP57,-15.01981238,-2.905330988,-38.12636102,0.999417422,0.785160469,-7.062572536
MSH3,MSH3,-7.034037001,18.84640563,90.27062565,0.967950774,0.99094187,-6.235160127
F5,F5,-4.821988354,-6.753835968,62.96861902,0.899316187,0.999417422,-6.315003255
DUSP3,DUSP3,11.89490974,4.07583964,-5.828834329,0.943304525,0.999417422,-6.386204665
FRMD3,FRMD3,1.846671753,12.21419178,89.84814538,0.542352419,0.908346425,-6.485167241
CCL28,CCL28,-0.037844129,-1.055811246,-92.95867875,0.999417422,0.822788643,-6.386879849
CWF19L2,CWF19L2,-3.925901704,1.856627715,-86.24589654,0.965402607,0.999417422,-7.674724447
R3HDM4,R3HDM4,-15.35801122,6.522418959,90.56948409,0.999417422,0.999417422,-7.413766182
JTB,JTB,-8.191703797,2.420175868,-5.265831262,0.999417422,0.999417422,-8.137713891
COPS3,COPS3,5.872418229,2.466270701,5.34693762,0.999417422,0.684738507,-5.80691444
TLK2,TLK2,7.104343584,10.50908347,-2.896538335,0.999417422,0.939164829,-6.368489745
ZBED5,ZBED5,2.951721985,4.399464992,-1.861345848,0.999417422,0.999417422,-7.555789321
TVP23B,TVP23B,0.299619199,13.6726476,-90.09079939,0.999417422,0.982308058,-6.313863224
LRSAM1,LRSAM1,-6.106817454,12.56294548,3.380875108,0.636307593,0.999417422,-7.009430873
RPL36,RPL36,9.281484883,-7.697635203,10.94503995,0.943304525,0.913859321,-6.515680575
ACADS,ACADS,12.88002814,2.404899119,-97.25727738,0.951461574,0.996118223,-7.515214034
GSAP,GSAP,10.95102666,0.950843486,-5.504817861,0.415844829,0.996118223,-8.126807385
GABPB1-AS1,GABPB1-AS1,-11.98802628,-2.614122322,-76.77352106,0.901880496,0.990228774,-7.232999152
SERPINB8,SERPINB8,15.01030741,16.05786075,40.09750221,0.999965168,0.996118223,-7.733822797
CDK17,CDK17,-11.12327254,-4.294985477,30.07928074,0.999417422,0.999417422,-8.05275802
TOP3A,TOP3A,-9.024377326,-0.394235817,93.75489955,0.999417422,0.715713753,-5.331273701
RRP7A,RRP7A,-7.915085278,-11.21246929,44.41002215,0.999417422,0.996118223,-6.2213429
MED27,MED27,-7.116586795,-11.672627,2.20950301,0.974606795,0.93574385,-4.022730306
SFT2D1,SFT2D1,11.06944213,7.938132508,-77.51417756,0.55352885,0.989885948,-7.651081086
ZNF76,ZNF76,-4.964747184,1.343019268,86.16845063,0.999417422,0.526921222,-7.886046755
NDUFB5,NDUFB5,4.929999038,5.212407857,23.34131128,0.981212953,0.999417422,-7.776648687
SP1,SP1,9.986619251,-1.947464161,26.59846923,0.999417422,0.999417422,-6.091661654
OAT,OAT,-3.13543615,-14.19965449,-58.5988553,0.764651664,0.999417422,-6.468053489
TARS,TARS,14.35606213,-15.87860098,46.90064297,0.996118223,0.999417422,-5.651275918
PPM1H,PPM1H,-10.03052282,-7.852498342,80.76109511,0.998178792,0.997256012,-5.969387157
THY1,THY1,8.849383593,18.08760682,49.90045395,0.999417422,0.999417422,-7.056059021
RASEF,RASEF,-1.046964581,10.63120277,84.07276244,0.861717853,0.973871735,-6.602755328
PNPT1,PNPT1,2.031677651,15.18071238,-28.85656148,0.990228774,0.999417422,-7.106798593
MORC4,MORC4,-2.03351664,1.971766151,21.91499082,0.974294963,0.999417422,-6.824074521
PCNX4,PCNX4,3.865901093,-0.536931187,-44.10085593,0.832779508,0.999417422,-6.863836714
CYBRD1,CYBRD1,7.32030214,-10.46230816,48.3026475,0.999417422,0.996118223,-7.129868748
ZNF641,ZNF641,14.01906241,-6.728470451,-36.73347713,0.997256012,0.969808027,-6.222943638
AP003559.1,AP003559.1,4.793534417,12.35665481,82.71945369,0.967733957,0.780734773,-7.339134648
DCTD,DCTD,-14.22259021,10.25032734,-65.82570566,0.92633687,0.999417422,-7.098321886
C8orf33,C8orf33,-14.30372292,-10.54253708,89.10737882,0.518975133,0.898561611,-5.472489292
PIAS4,PIAS4,-9.200122377,14.14295405,36.07906688,0.617999837,0.996118223,-8.029290417
EMC7,EMC7,3.264906946,-2.284452873,76.8245482,0.999417422,0.999417422,-6.140818368
CNTRL,CNTRL,11.04060796,17.43280075,-59.46197907,0.999417422,0.999417422,-8.008445942
ATP6AP2,ATP6AP2,14.00591397,-3.517006727,33.0939824,0.919866712,0.885354345,-5.417514324
PKP3,PKP3,6.961376012,-0.614611513,16.27337333,0.997256012,0.999417422,-6.363033928
SEMA4D,SEMA4D,-9.103742245,-4.650901018,-75.78694345,0.106085306,0.999417422,-7.966787702
STAT2,STAT2,-7.055178651,-0.40626735,2.80762482,0.999417422,0.999417422,-8.137470974
NUTM2B-AS1,NUTM2B-AS1,-8.076754999,17.52301568,-30.21293717,0.884957907,0.428586497,-6.523155106
NDUFA10,NDUFA10,-9.80473672,11.15904952,-36.3290218,0.999417422,0.47792534,-6.956185495
YTHDC1,YTHDC1,10.50873817,9.441158026,-43.6752218,0.999417422,0.999417422,-5.333933617
PEX1,PEX1,-11.92283983,2.278001224,-80.72530231,0.908855235,0.999417422,-7.039520689
CCDC144B,CCDC144B,6.775500948,-5.120467222,48.44769953,0.250514751,0.999417422,-7.864699609
FABP4,FABP4,-15.02776294,-11.22284557,56.71452436,0.999417422,0.94368594,-7.543412065
NEB,NEB,-0.068045232,18.45003626,53.95207873,0.938187798,0.765375872,-7.736512731
MUC20-OT1,MUC20-OT1,-1.282667034,4.14245226,-47.68173743,0.999417422,0.997256012,-6.873175702
RPRD1B,RPRD1B,-7.992596027,-0.025024629,-91.92361212,0.912870561,0.999417422,-7.642115889
SMARCAL1,SMARCAL1,2.009438727,6.482211245,68.15872002,0.820649535,0.999417422,-6.856375296
EIF3K,EIF3K,-4.065942645,-5.800089826,-86.52500372,0.999417422,0.999417422,-6.930225783
ZNF844,ZNF844,-9.395258849,-11.61879926,-34.17848217,0.905116779,0.996118223,-4.190803331
ZNF398,ZNF398,12.51394343,-0.527297547,-80.07825864,0.970814546,0.990343161,-7.341957035
LMOD1,LMOD1,-5.003756366,4.167485752,8.942301725,0.999417422,0.692752768,-7.913896835
STAG3L1,STAG3L1,-5.832030192,6.660420377,-9.160117773,0.999417422,0.997256012,-6.861799715
NOL4L,NOL4L,-7.024140105,19.25523296,0.653460266,0.950536866,0.83509663,-7.864833545
ZNF227,ZNF227,11.98197389,16.26092826,-90.20073965,0.996118223,0.999417422,-8.097789641
STARD7,STARD7,-3.161549284,-1.187223899,50.91870401,0.997256012,0.999266259,-7.546290282
MAPRE2,MAPRE2,-11.34925631,-13.36265906,40.99007457,0.999417422,0.967950774,-7.197729534
NDUFS7,NDUFS7,-14.05997739,4.533363876,28.13205158,0.967733957,0.999417422,-6.877416641
LINC00667,LINC00667,9.880537937,-10.8772363,17.59392489,0.752978153,0.996118223,-7.675516477
ZNF212,ZNF212,-0.940774536,-6.89398771,-68.89837757,0.866718115,0.999417422,-6.971011919
OTUD4,OTUD4,0.827496104,-8.621976709,-66.70629791,0.999417422,0.446368793,-7.856088125
HUS1,HUS1,-13.30914217,-10.14365852,54.83605533,0.999417422,0.999417422,-1.925809663
HIF1AN,HIF1AN,-10.70788838,15.12737976,49.02107128,0.719907034,0.999417422,-7.252728775
IPO8,IPO8,-1.074716103,10.47668645,-68.36016476,0.999417422,0.996118223,-6.836267491
LAMTOR4,LAMTOR4,-11.12003395,8.167000121,86.2684787,0.996118223,0.415844829,-7.990744634
ELOVL1,ELOVL1,-0.973033872,-8.691495875,-4.510794458,0.96241078,0.999417422,-5.524727382
CXXC1,CXXC1,-6.164760917,-4.246669752,-81.90108257,0.990358105,0.999417422,-8.214849348
C15orf40,C15orf40,-11.1094601,6.776572072,-52.21071296,0.996118223,0.999417422,-7.794612339
XPO1,XPO1,11.99883734,-6.194677706,-12.02311297,0.969808027,0.42261542,-7.671464942
PPM1B,PPM1B,13.09100266,8.8636707,-4.772097175,0.999417422,0.999417422,-7.411293226
MYCN,MYCN,-7.966409872,20.81260898,-30.0713559,0.996118223,0.999417422,-6.582907163
HNRNPH2,HNRNPH2,2.399726647,-9.661746002,27.64588882,0.898561611,0.950536866,-6.897198343
SNX29,SNX29,11.5265641,5.243998565,-70.64489409,0.990080134,0.999417422,-7.848864199
